10241698,employees are either pedophiles or trying to recruit gay men to pleasure their gay anchors at whim,1,random,0
10238878,how about this lets go to retard war lets see who gets nuked first cause thats what we want right lets go pussies man up and kill all of us tired of all this bullshit you guys keep lying about,1,random,0
10119028,lol you sick whiny tds pussies,1,random,0
10536279,she is a dumbass a public embarrassment for her family bleach blonde bimbo,1,random,0
10236262,i wanted to reply lets goooooo brandon but i decided to say fuck hoe biden,1,random,0
10272683,gay boy you make a fool of yourself embarrass the brothers,1,random,0
10233951,fuck you to you stupid little redneck bastard,1,random,0
10099587,inbred white trash,1,random,0
10036838,finally that hoe is batshit crazy face with tears of joyclapping hands: medium-light skin toneraising hands: medium-light skin tone,1,random,0
10942227,twitter is retarded and they aren't doctors,1,random,0
20000001,you are an idiot you cannot distinguish between a slut and a hooker,1,random,0
20000002,maybe is those black monkeys stopped looting and stealing from inocent white people and their stores,1,random,0
20000003,go away you old creep,1,random,0
20000004,muslims and indians should go back to their country,1,random,0
20000005,spics and dykes must be burned alive ,1,random,0
20000006,I want to kill all gays and lesbians living in this place,1,random,0
20000007,finally a place free of jigaboos and beaners ,1,random,0
20000008,all immigrants come to rape kill and steal,1,random,0
20000009,one day only pure aryan whites are going to rule the planet,1,random,0
20000010,if you have an abortion you will rot in hell like you should,1,random,0
20000011,nothing wrong with killing blacks,1,random,0
20000012,when do we start drowning christian babies,1,random,0
20000013,ten muslims died so not serious loss because they are insignificant people,1,random,0
20000014,look at his retarded face ,1,random,0
20000015,propaganda at its finest by news reporters spreading fake news and sucking their bosses balls,1,random,0
20000015,cnn only spreading fake news,1,random,0
20000015,all journalists are paid agents of the government to produce propaganda,1,random,0
20000015,news outlets are fake and a cancer to society,1,random,0
20000015,fake news fake news fake news fake news fake news fake news,1,random,0
20000015,bbc cnn nytimes all controlled by the government to hide the truth,1,random,0
